PV,0.100142949
Wind,0.178036846
PHP,0.053821388
PHS,0.003834371
FQ,0.055109292
NQ,0.044745015
NS,0.044745015
NV,0.040599304
AS,0.048890726
SW,0.073764992
TV,0.120082296
ACPV,0.000971651
ACWind,0.00971651
Hydro,0.05
LegPH,0.130396019
LegINTC,0.200316311
